"species","site","presence_absence","abundance"
"Sinapis_arvensis","NY01",1,11
"Sinapis_arvensis","NY02",1,15
"Sinapis_arvensis","NY03",1,16
"Sinapis_arvensis","NY04",1,3
"Sinapis_arvensis","NY06",1,2
"Sinapis_arvensis","NY07",1,1
"Sinapis_arvensis","NY10",1,4
"Sinapis_arvensis","NY12",1,5
"Sinapis_arvensis","NY13",1,11
"Sinapis_arvensis","NY14",1,20
"Sinapis_arvensis","NY15",1,8
"Sinapis_arvensis","NY16",1,3
"Sinapis_arvensis","NY21",1,1
"Sinapis_arvensis","NY22",1,6
"Sinapis_arvensis","NY23",1,10
"Sinapis_arvensis","NY24",1,9
"Sinapis_arvensis","NY25",1,14
"Sinapis_arvensis","NY26",1,7
"Sinapis_arvensis","NY30",1,3
"Sinapis_arvensis","NY31",1,1
"Sinapis_arvensis","NY32",1,3
"Sinapis_arvensis","NY33",1,3
"Sinapis_arvensis","NY34",1,17
"Sinapis_arvensis","NY35",1,13
"Sinapis_arvensis","NY36",1,14
"Sinapis_arvensis","NY37",1,2
"Sinapis_arvensis","NY40",1,1
"Sinapis_arvensis","NY42",1,9
"Sinapis_arvensis","NY43",1,5
"Sinapis_arvensis","NY44",1,8
"Sinapis_arvensis","NY45",1,17
"Sinapis_arvensis","NY46",1,10
"Sinapis_arvensis","NY47",1,9
"Sinapis_arvensis","NY48",1,1
"Sinapis_arvensis","NY50",1,1
"Sinapis_arvensis","NY51",1,9
"Sinapis_arvensis","NY52",1,11
"Sinapis_arvensis","NY53",1,14
"Sinapis_arvensis","NY54",1,8
"Sinapis_arvensis","NY55",1,10
"Sinapis_arvensis","NY56",1,6
"Sinapis_arvensis","NY57",1,3
"Sinapis_arvensis","NY60",1,1
"Sinapis_arvensis","NY61",1,16
"Sinapis_arvensis","NY62",1,20
"Sinapis_arvensis","NY63",1,3
"Sinapis_arvensis","NY64",1,1
"Sinapis_arvensis","NY66",1,4
"Sinapis_arvensis","NY67",1,1
"Sinapis_arvensis","NY70",1,7
"Sinapis_arvensis","NY71",1,15
"Sinapis_arvensis","NY72",1,2
"Sinapis_arvensis","NY74",1,2
"Sinapis_arvensis","NY81",1,2
"Sinapis_arvensis","NY83",1,1
"Sinapis_arvensis","NY92",1,3
"Sinapis_arvensis","NY93",1,2
"Sinapis_arvensis","NZ01",1,10
"Sinapis_arvensis","NZ02",1,4
"Sinapis_arvensis","NZ03",1,10
"Sinapis_arvensis","NZ04",1,6
"Sinapis_arvensis","NZ05",1,2
"Sinapis_arvensis","NZ11",1,12
"Sinapis_arvensis","NZ12",1,21
"Sinapis_arvensis","NZ13",1,18
"Sinapis_arvensis","NZ14",1,15
"Sinapis_arvensis","NZ15",1,21
"Sinapis_arvensis","NZ16",1,15
"Sinapis_arvensis","NZ20",1,1
"Sinapis_arvensis","NZ21",1,20
"Sinapis_arvensis","NZ22",1,24
"Sinapis_arvensis","NZ23",1,21
"Sinapis_arvensis","NZ24",1,19
"Sinapis_arvensis","NZ25",1,23
"Sinapis_arvensis","NZ26",1,14
"Sinapis_arvensis","NZ29",1,11
"Sinapis_arvensis","NZ30",1,8
"Sinapis_arvensis","NZ31",1,25
"Sinapis_arvensis","NZ32",1,24
"Sinapis_arvensis","NZ33",1,25
"Sinapis_arvensis","NZ34",1,21
"Sinapis_arvensis","NZ35",1,24
"Sinapis_arvensis","NZ36",1,22
"Sinapis_arvensis","NZ37",1,10
"Sinapis_arvensis","NZ41",1,24
"Sinapis_arvensis","NZ42",1,22
"Sinapis_arvensis","NZ43",1,22
"Sinapis_arvensis","NZ44",1,12
"Sinapis_arvensis","NZ45",1,6
"Sinapis_arvensis","NZ46",1,3
"Sinapis_arvensis","NZ52",1,20
"Sinapis_arvensis","NZ53",1,1
"Sinapis_arvensis","O14",1,10
"Sinapis_arvensis","R78",1,1
"Sinapis_arvensis","R85",1,1
"Sinapis_arvensis","S70",1,19
"Sinapis_arvensis","S80",1,12
"Sinapis_arvensis","SC37",1,7
"Sinapis_arvensis","SD09",1,6
"Sinapis_arvensis","SD16",1,3
"Sinapis_arvensis","SD17",1,6
"Sinapis_arvensis","SD18",1,8
"Sinapis_arvensis","SD19",1,3
"Sinapis_arvensis","SD26",1,8
"Sinapis_arvensis","SD27",1,16
"Sinapis_arvensis","SD28",1,8
"Sinapis_arvensis","SD29",1,3
"Sinapis_arvensis","SD32",1,12
"Sinapis_arvensis","SD33",1,23
"Sinapis_arvensis","SD37",1,11
"Sinapis_arvensis","SD38",1,2
"Sinapis_arvensis","SD39",1,1
"Sinapis_arvensis","SD40",1,17
"Sinapis_arvensis","SD41",1,23
"Sinapis_arvensis","SD42",1,22
"Sinapis_arvensis","SD43",1,22
"Sinapis_arvensis","SD44",1,23
"Sinapis_arvensis","SD45",1,18
"Sinapis_arvensis","SD46",1,16
"Sinapis_arvensis","SD47",1,15
"Sinapis_arvensis","SD48",1,14
"Sinapis_arvensis","SD49",1,6
"Sinapis_arvensis","SD50",1,10
"Sinapis_arvensis","SD55",1,3
"Sinapis_arvensis","SD56",1,16
"Sinapis_arvensis","SD57",1,16
"Sinapis_arvensis","SD58",1,16
"Sinapis_arvensis","SD59",1,17
"Sinapis_arvensis","SD62",1,9
"Sinapis_arvensis","SD63",1,8
"Sinapis_arvensis","SD64",1,2
"Sinapis_arvensis","SD67",1,6
"Sinapis_arvensis","SD68",1,1
"Sinapis_arvensis","SD69",1,4
"Sinapis_arvensis","SD70",1,11
"Sinapis_arvensis","SD71",1,4
"Sinapis_arvensis","SD78",1,3
"Sinapis_arvensis","SD80",1,8
"Sinapis_arvensis","SD92",1,3
"Sinapis_arvensis","SD93",1,2
"Sinapis_arvensis","SD98",1,1
"Sinapis_arvensis","SE01",1,6
"Sinapis_arvensis","SE02",1,15
"Sinapis_arvensis","SE03",1,3
"Sinapis_arvensis","SE04",1,4
"Sinapis_arvensis","SE08",1,2
"Sinapis_arvensis","SE10",1,5
"Sinapis_arvensis","SE11",1,9
"Sinapis_arvensis","SE12",1,20
"Sinapis_arvensis","SE13",1,22
"Sinapis_arvensis","SE14",1,12
"Sinapis_arvensis","SE20",1,5
"Sinapis_arvensis","SE21",1,11
"Sinapis_arvensis","SE22",1,17
"Sinapis_arvensis","SE23",1,25
"Sinapis_arvensis","SE24",1,18
"Sinapis_arvensis","SE30",1,13
"Sinapis_arvensis","SE31",1,21
"Sinapis_arvensis","SE32",1,20
"Sinapis_arvensis","SE33",1,25
"Sinapis_arvensis","SE34",1,18
"Sinapis_arvensis","SE37",1,5
"Sinapis_arvensis","SE40",1,13
"Sinapis_arvensis","SE41",1,10
"Sinapis_arvensis","SE42",1,17
"Sinapis_arvensis","SE43",1,22
"Sinapis_arvensis","SE44",1,18
"Sinapis_arvensis","SE50",1,16
"Sinapis_arvensis","SE53",1,20
"Sinapis_arvensis","SE60",1,12
"Sinapis_arvensis","SE70",1,14
"Sinapis_arvensis","SE73",1,4
"Sinapis_arvensis","SE75",1,2
"Sinapis_arvensis","SE76",1,11
"Sinapis_arvensis","SE80",1,19
"Sinapis_arvensis","SE81",1,24
"Sinapis_arvensis","SE82",1,12
"Sinapis_arvensis","SE84",1,9
"Sinapis_arvensis","SE87",1,5
"Sinapis_arvensis","SE90",1,19
"Sinapis_arvensis","SE91",1,20
"Sinapis_arvensis","SE92",1,15
"Sinapis_arvensis","SE95",1,2
"Sinapis_arvensis","SH28",1,6
"Sinapis_arvensis","SH70",1,1
"Sinapis_arvensis","SH84",1,2
"Sinapis_arvensis","SH87",1,7
"Sinapis_arvensis","SH95",1,1
"Sinapis_arvensis","SH97",1,9
"Sinapis_arvensis","SH98",1,1
"Sinapis_arvensis","SJ02",1,3
"Sinapis_arvensis","SJ05",1,1
"Sinapis_arvensis","SJ06",1,3
"Sinapis_arvensis","SJ07",1,13
"Sinapis_arvensis","SJ08",1,7
"Sinapis_arvensis","SJ11",1,6
"Sinapis_arvensis","SJ12",1,2
"Sinapis_arvensis","SJ15",1,6
"Sinapis_arvensis","SJ16",1,4
"Sinapis_arvensis","SJ17",1,10
"Sinapis_arvensis","SJ20",1,5
"Sinapis_arvensis","SJ21",1,7
"Sinapis_arvensis","SJ22",1,12
"Sinapis_arvensis","SJ23",1,1
"Sinapis_arvensis","SJ24",1,4
"Sinapis_arvensis","SJ25",1,10
"Sinapis_arvensis","SJ26",1,13
"Sinapis_arvensis","SJ27",1,11
"Sinapis_arvensis","SJ33",1,6
"Sinapis_arvensis","SJ34",1,10
"Sinapis_arvensis","SJ35",1,12
"Sinapis_arvensis","SJ37",1,19
"Sinapis_arvensis","SJ40",1,12
"Sinapis_arvensis","SJ44",1,8
"Sinapis_arvensis","SJ45",1,4
"Sinapis_arvensis","SJ50",1,7
"Sinapis_arvensis","SJ51",1,9
"Sinapis_arvensis","SJ53",1,9
"Sinapis_arvensis","SJ59",1,20
"Sinapis_arvensis","SJ60",1,7
"Sinapis_arvensis","SJ61",1,5
"Sinapis_arvensis","SJ69",1,10
"Sinapis_arvensis","SJ80",1,19
"Sinapis_arvensis","SJ81",1,25
"Sinapis_arvensis","SJ89",1,15
"Sinapis_arvensis","SJ90",1,25
"Sinapis_arvensis","SJ91",1,19
"Sinapis_arvensis","SJ92",1,22
"Sinapis_arvensis","SJ99",1,2
"Sinapis_arvensis","SK00",1,24
"Sinapis_arvensis","SK07",1,6
"Sinapis_arvensis","SK08",1,3
"Sinapis_arvensis","SK14",1,16
"Sinapis_arvensis","SK17",1,14
"Sinapis_arvensis","SK18",1,5
"Sinapis_arvensis","SK21",1,12
"Sinapis_arvensis","SK25",1,11
"Sinapis_arvensis","SK26",1,17
"Sinapis_arvensis","SK27",1,11
"Sinapis_arvensis","SK28",1,8
"Sinapis_arvensis","SK29",1,8
"Sinapis_arvensis","SK32",1,12
"Sinapis_arvensis","SK33",1,18
"Sinapis_arvensis","SK34",1,12
"Sinapis_arvensis","SK35",1,16
"Sinapis_arvensis","SK36",1,23
"Sinapis_arvensis","SK37",1,23
"Sinapis_arvensis","SK38",1,24
"Sinapis_arvensis","SK39",1,14
"Sinapis_arvensis","SK42",1,20
"Sinapis_arvensis","SK43",1,23
"Sinapis_arvensis","SK44",1,24
"Sinapis_arvensis","SK45",1,22
"Sinapis_arvensis","SK47",1,17
"Sinapis_arvensis","SK48",1,22
"Sinapis_arvensis","SK49",1,15
"Sinapis_arvensis","SK56",1,17
"Sinapis_arvensis","SK57",1,16
"Sinapis_arvensis","SK58",1,21
"Sinapis_arvensis","SK59",1,17
"Sinapis_arvensis","SK61",1,25
"Sinapis_arvensis","SK79",1,25
"Sinapis_arvensis","SK86",1,15
"Sinapis_arvensis","SK88",1,20
"Sinapis_arvensis","SK91",1,24
"Sinapis_arvensis","SK92",1,20
"Sinapis_arvensis","SK93",1,24
"Sinapis_arvensis","SK94",1,19
"Sinapis_arvensis","SK96",1,13
"Sinapis_arvensis","SK97",1,22
"Sinapis_arvensis","SK98",1,15
"Sinapis_arvensis","SM70",1,3
"Sinapis_arvensis","SM72",1,3
"Sinapis_arvensis","SM80",1,6
"Sinapis_arvensis","SM93",1,4
"Sinapis_arvensis","SN01",1,1
"Sinapis_arvensis","SN10",1,3
"Sinapis_arvensis","SN25",1,6
"Sinapis_arvensis","SN35",1,1
"Sinapis_arvensis","SN41",1,4
"Sinapis_arvensis","SN50",1,5
"Sinapis_arvensis","SN52",1,3
"Sinapis_arvensis","SN60",1,1
"Sinapis_arvensis","SN69",1,4
"Sinapis_arvensis","SN80",1,1
"Sinapis_arvensis","SN82",1,2
"Sinapis_arvensis","SN83",1,2
"Sinapis_arvensis","SN84",1,2
"Sinapis_arvensis","SN85",1,1
"Sinapis_arvensis","SN90",1,2
"Sinapis_arvensis","SN92",1,2
"Sinapis_arvensis","SN93",1,1
"Sinapis_arvensis","SN94",1,2
"Sinapis_arvensis","SN95",1,3
"Sinapis_arvensis","SN96",1,2
"Sinapis_arvensis","SN97",1,1
"Sinapis_arvensis","SN98",1,1
"Sinapis_arvensis","SN99",1,1
"Sinapis_arvensis","SO02",1,6
"Sinapis_arvensis","SO03",1,4
"Sinapis_arvensis","SO04",1,1
"Sinapis_arvensis","SO05",1,3
"Sinapis_arvensis","SO06",1,1
"Sinapis_arvensis","SO08",1,3
"Sinapis_arvensis","SO09",1,3
"Sinapis_arvensis","SO10",1,8
"Sinapis_arvensis","SO11",1,3
"Sinapis_arvensis","SO12",1,4
"Sinapis_arvensis","SO13",1,9
"Sinapis_arvensis","SO14",1,2
"Sinapis_arvensis","SO19",1,9
"Sinapis_arvensis","SO20",1,6
"Sinapis_arvensis","SO21",1,8
"Sinapis_arvensis","SO24",1,9
"Sinapis_arvensis","SO25",1,6
"Sinapis_arvensis","SO27",1,2
"Sinapis_arvensis","SO29",1,7
"Sinapis_arvensis","SO30",1,20
"Sinapis_arvensis","SO31",1,19
"Sinapis_arvensis","SO32",1,4
"Sinapis_arvensis","SO34",1,10
"Sinapis_arvensis","SO35",1,10
"Sinapis_arvensis","SO36",1,17
"Sinapis_arvensis","SO39",1,2
"Sinapis_arvensis","SO40",1,13
"Sinapis_arvensis","SO41",1,22
"Sinapis_arvensis","SO42",1,17
"Sinapis_arvensis","SO48",1,1
"Sinapis_arvensis","SO49",1,3
"Sinapis_arvensis","SO50",1,15
"Sinapis_arvensis","SO51",1,21
"Sinapis_arvensis","SO52",1,21
"Sinapis_arvensis","SO56",1,23
"Sinapis_arvensis","SO58",1,1
"Sinapis_arvensis","SO59",1,8
"Sinapis_arvensis","SO60",1,14
"Sinapis_arvensis","SO61",1,15
"Sinapis_arvensis","SO62",1,17
"Sinapis_arvensis","SO66",1,19
"Sinapis_arvensis","SO67",1,11
"Sinapis_arvensis","SO69",1,7
"Sinapis_arvensis","SO70",1,17
"Sinapis_arvensis","SO71",1,20
"Sinapis_arvensis","SO72",1,22
"Sinapis_arvensis","SO73",1,18
"Sinapis_arvensis","SO74",1,21
"Sinapis_arvensis","SO75",1,24
"Sinapis_arvensis","SO76",1,25
"Sinapis_arvensis","SO77",1,19
"Sinapis_arvensis","SO78",1,13
"Sinapis_arvensis","SO80",1,20
"Sinapis_arvensis","SO81",1,22
"Sinapis_arvensis","SO82",1,21
"Sinapis_arvensis","SO83",1,24
"Sinapis_arvensis","SO84",1,25
"Sinapis_arvensis","SO85",1,25
"Sinapis_arvensis","SO86",1,25
"Sinapis_arvensis","SO87",1,22
"Sinapis_arvensis","SO88",1,23
"Sinapis_arvensis","SO90",1,22
"Sinapis_arvensis","SO91",1,22
"Sinapis_arvensis","SO92",1,23
"Sinapis_arvensis","SO93",1,25
"Sinapis_arvensis","SO94",1,25
"Sinapis_arvensis","SO95",1,25
"Sinapis_arvensis","SO96",1,24
"Sinapis_arvensis","SO97",1,25
"Sinapis_arvensis","SO98",1,24
"Sinapis_arvensis","SO99",1,23
"Sinapis_arvensis","SP00",1,18
"Sinapis_arvensis","SP01",1,20
"Sinapis_arvensis","SP02",1,23
"Sinapis_arvensis","SP03",1,23
"Sinapis_arvensis","SP04",1,25
"Sinapis_arvensis","SP06",1,25
"Sinapis_arvensis","SP08",1,25
"Sinapis_arvensis","SP09",1,21
"Sinapis_arvensis","SP10",1,18
"Sinapis_arvensis","SP11",1,25
"Sinapis_arvensis","SP12",1,24
"Sinapis_arvensis","SP13",1,23
"Sinapis_arvensis","SP14",1,20
"Sinapis_arvensis","SP15",1,24
"Sinapis_arvensis","SP20",1,25
"Sinapis_arvensis","SP21",1,24
"Sinapis_arvensis","SP22",1,23
"Sinapis_arvensis","SP23",1,24
"Sinapis_arvensis","SP24",1,25
"Sinapis_arvensis","SP25",1,25
"Sinapis_arvensis","SP26",1,23
"Sinapis_arvensis","SP30",1,24
"Sinapis_arvensis","SP31",1,25
"Sinapis_arvensis","SP32",1,25
"Sinapis_arvensis","SP33",1,24
"Sinapis_arvensis","SP34",1,23
"Sinapis_arvensis","SP40",1,20
"Sinapis_arvensis","SP41",1,25
"Sinapis_arvensis","SP42",1,24
"Sinapis_arvensis","SP43",1,25
"Sinapis_arvensis","SP44",1,22
"Sinapis_arvensis","SP45",1,21
"Sinapis_arvensis","SP50",1,24
"Sinapis_arvensis","SP51",1,25
"Sinapis_arvensis","SP52",1,25
"Sinapis_arvensis","SP53",1,20
"Sinapis_arvensis","SP60",1,25
"Sinapis_arvensis","SP61",1,24
"Sinapis_arvensis","SP62",1,21
"Sinapis_arvensis","SP63",1,25
"Sinapis_arvensis","SP64",1,11
"Sinapis_arvensis","SP70",1,22
"Sinapis_arvensis","SP71",1,17
"Sinapis_arvensis","SP72",1,21
"Sinapis_arvensis","SP73",1,24
"Sinapis_arvensis","SP74",1,21
"Sinapis_arvensis","SP80",1,24
"Sinapis_arvensis","SP81",1,24
"Sinapis_arvensis","SP82",1,18
"Sinapis_arvensis","SP83",1,25
"Sinapis_arvensis","SP84",1,25
"Sinapis_arvensis","SP85",1,17
"Sinapis_arvensis","SP90",1,24
"Sinapis_arvensis","SP91",1,25
"Sinapis_arvensis","SP92",1,25
"Sinapis_arvensis","SP93",1,25
"Sinapis_arvensis","SP94",1,25
"Sinapis_arvensis","SP95",1,25
"Sinapis_arvensis","SP96",1,23
"Sinapis_arvensis","SP98",1,19
"Sinapis_arvensis","SR89",1,1
"Sinapis_arvensis","SR99",1,3
"Sinapis_arvensis","SS14",1,1
"Sinapis_arvensis","SS20",1,11
"Sinapis_arvensis","SS21",1,10
"Sinapis_arvensis","SS22",1,5
"Sinapis_arvensis","SS30",1,4
"Sinapis_arvensis","SS31",1,5
"Sinapis_arvensis","SS32",1,4
"Sinapis_arvensis","SS40",1,10
"Sinapis_arvensis","SS41",1,12
"Sinapis_arvensis","SS42",1,18
"Sinapis_arvensis","SS43",1,12
"Sinapis_arvensis","SS44",1,7
"Sinapis_arvensis","SS48",1,6
"Sinapis_arvensis","SS49",1,7
"Sinapis_arvensis","SS50",1,11
"Sinapis_arvensis","SS51",1,8
"Sinapis_arvensis","SS52",1,13
"Sinapis_arvensis","SS53",1,15
"Sinapis_arvensis","SS54",1,14
"Sinapis_arvensis","SS58",1,4
"Sinapis_arvensis","SS59",1,9
"Sinapis_arvensis","SS60",1,14
"Sinapis_arvensis","SS61",1,9
"Sinapis_arvensis","SS62",1,13
"Sinapis_arvensis","SS63",1,6
"Sinapis_arvensis","SS64",1,8
"Sinapis_arvensis","SS68",1,2
"Sinapis_arvensis","SS69",1,6
"Sinapis_arvensis","SS70",1,22
"Sinapis_arvensis","SS71",1,13
"Sinapis_arvensis","SS72",1,10
"Sinapis_arvensis","SS73",1,3
"Sinapis_arvensis","SS74",1,3
"Sinapis_arvensis","SS80",1,18
"Sinapis_arvensis","SS81",1,13
"Sinapis_arvensis","SS82",1,9
"Sinapis_arvensis","SS83",1,8
"Sinapis_arvensis","SS84",1,12
"Sinapis_arvensis","SS87",1,5
"Sinapis_arvensis","SS88",1,5
"Sinapis_arvensis","SS90",1,21
"Sinapis_arvensis","SS91",1,16
"Sinapis_arvensis","SS92",1,12
"Sinapis_arvensis","SS93",1,15
"Sinapis_arvensis","SS94",1,16
"Sinapis_arvensis","SS96",1,5
"Sinapis_arvensis","SS99",1,1
"Sinapis_arvensis","ST00",1,21
"Sinapis_arvensis","ST01",1,18
"Sinapis_arvensis","ST02",1,13
"Sinapis_arvensis","ST03",1,18
"Sinapis_arvensis","ST04",1,11
"Sinapis_arvensis","ST06",1,8
"Sinapis_arvensis","ST07",1,4
"Sinapis_arvensis","ST10",1,9
"Sinapis_arvensis","ST11",1,20
"Sinapis_arvensis","ST17",1,12
"Sinapis_arvensis","ST18",1,5
"Sinapis_arvensis","ST19",1,7
"Sinapis_arvensis","ST20",1,14
"Sinapis_arvensis","ST21",1,21
"Sinapis_arvensis","ST27",1,5
"Sinapis_arvensis","ST28",1,17
"Sinapis_arvensis","ST29",1,8
"Sinapis_arvensis","ST30",1,22
"Sinapis_arvensis","ST35",1,18
"Sinapis_arvensis","ST38",1,18
"Sinapis_arvensis","ST39",1,19
"Sinapis_arvensis","ST40",1,13
"Sinapis_arvensis","ST44",1,23
"Sinapis_arvensis","ST48",1,12
"Sinapis_arvensis","ST49",1,14
"Sinapis_arvensis","ST50",1,10
"Sinapis_arvensis","ST57",1,22
"Sinapis_arvensis","ST58",1,16
"Sinapis_arvensis","ST59",1,17
"Sinapis_arvensis","ST67",1,22
"Sinapis_arvensis","ST68",1,23
"Sinapis_arvensis","ST69",1,20
"Sinapis_arvensis","ST73",1,20
"Sinapis_arvensis","ST76",1,25
"Sinapis_arvensis","ST77",1,14
"Sinapis_arvensis","ST78",1,15
"Sinapis_arvensis","ST79",1,20
"Sinapis_arvensis","ST82",1,12
"Sinapis_arvensis","ST83",1,20
"Sinapis_arvensis","ST84",1,18
"Sinapis_arvensis","ST85",1,23
"Sinapis_arvensis","ST86",1,24
"Sinapis_arvensis","ST87",1,23
"Sinapis_arvensis","ST88",1,17
"Sinapis_arvensis","ST89",1,21
"Sinapis_arvensis","ST90",1,22
"Sinapis_arvensis","ST91",1,23
"Sinapis_arvensis","ST92",1,23
"Sinapis_arvensis","ST93",1,24
"Sinapis_arvensis","ST94",1,25
"Sinapis_arvensis","ST95",1,21
"Sinapis_arvensis","ST96",1,18
"Sinapis_arvensis","ST97",1,20
"Sinapis_arvensis","ST98",1,12
"Sinapis_arvensis","ST99",1,21
"Sinapis_arvensis","SU01",1,23
"Sinapis_arvensis","SU02",1,25
"Sinapis_arvensis","SU03",1,25
"Sinapis_arvensis","SU04",1,23
"Sinapis_arvensis","SU05",1,21
"Sinapis_arvensis","SU06",1,25
"Sinapis_arvensis","SU07",1,22
"Sinapis_arvensis","SU08",1,14
"Sinapis_arvensis","SU09",1,16
"Sinapis_arvensis","SU11",1,18
"Sinapis_arvensis","SU12",1,22
"Sinapis_arvensis","SU13",1,24
"Sinapis_arvensis","SU14",1,22
"Sinapis_arvensis","SU15",1,23
"Sinapis_arvensis","SU16",1,22
"Sinapis_arvensis","SU17",1,22
"Sinapis_arvensis","SU18",1,24
"Sinapis_arvensis","SU19",1,16
"Sinapis_arvensis","SU21",1,12
"Sinapis_arvensis","SU22",1,24
"Sinapis_arvensis","SU23",1,23
"Sinapis_arvensis","SU24",1,25
"Sinapis_arvensis","SU25",1,22
"Sinapis_arvensis","SU26",1,21
"Sinapis_arvensis","SU27",1,25
"Sinapis_arvensis","SU28",1,18
"Sinapis_arvensis","SU29",1,16
"Sinapis_arvensis","SU35",1,25
"Sinapis_arvensis","SU36",1,10
"Sinapis_arvensis","SU37",1,11
"Sinapis_arvensis","SU38",1,18
"Sinapis_arvensis","SU45",1,25
"Sinapis_arvensis","SU47",1,5
"Sinapis_arvensis","SU53",1,25
"Sinapis_arvensis","SU55",1,24
"Sinapis_arvensis","SU56",1,14
"Sinapis_arvensis","SU58",1,21
"Sinapis_arvensis","SU59",1,23
"Sinapis_arvensis","SU60",1,22
"Sinapis_arvensis","SU64",1,25
"Sinapis_arvensis","SU65",1,25
"Sinapis_arvensis","SU67",1,12
"Sinapis_arvensis","SU68",1,25
"Sinapis_arvensis","SU69",1,24
"Sinapis_arvensis","SU72",1,23
"Sinapis_arvensis","SU73",1,24
"Sinapis_arvensis","SU74",1,23
"Sinapis_arvensis","SU77",1,22
"Sinapis_arvensis","SU78",1,24
"Sinapis_arvensis","SU79",1,25
"Sinapis_arvensis","SU84",1,9
"Sinapis_arvensis","SU85",1,12
"Sinapis_arvensis","SU88",1,21
"Sinapis_arvensis","SU89",1,24
"Sinapis_arvensis","SU96",1,10
"Sinapis_arvensis","SU97",1,20
"Sinapis_arvensis","SU98",1,22
"Sinapis_arvensis","SU99",1,25
"Sinapis_arvensis","SV80",1,2
"Sinapis_arvensis","SV81",1,3
"Sinapis_arvensis","SV91",1,4
"Sinapis_arvensis","SW42",1,4
"Sinapis_arvensis","SW43",1,8
"Sinapis_arvensis","SW44",1,1
"Sinapis_arvensis","SW53",1,18
"Sinapis_arvensis","SW54",1,4
"Sinapis_arvensis","SW64",1,15
"Sinapis_arvensis","SW72",1,8
"Sinapis_arvensis","SW73",1,9
"Sinapis_arvensis","SW75",1,6
"Sinapis_arvensis","SW76",1,2
"Sinapis_arvensis","SW82",1,2
"Sinapis_arvensis","SW83",1,18
"Sinapis_arvensis","SW84",1,18
"Sinapis_arvensis","SW86",1,17
"Sinapis_arvensis","SW87",1,11
"Sinapis_arvensis","SW96",1,15
"Sinapis_arvensis","SW97",1,24
"Sinapis_arvensis","SX03",1,1
"Sinapis_arvensis","SX05",1,21
"Sinapis_arvensis","SX09",1,2
"Sinapis_arvensis","SX28",1,6
"Sinapis_arvensis","SX29",1,5
"Sinapis_arvensis","SX35",1,12
"Sinapis_arvensis","SX38",1,12
"Sinapis_arvensis","SX39",1,5
"Sinapis_arvensis","SX44",1,3
"Sinapis_arvensis","SX45",1,21
"Sinapis_arvensis","SX46",1,19
"Sinapis_arvensis","SX47",1,11
"Sinapis_arvensis","SX48",1,12
"Sinapis_arvensis","SX49",1,2
"Sinapis_arvensis","SX54",1,9
"Sinapis_arvensis","SX55",1,24
"Sinapis_arvensis","SX56",1,7
"Sinapis_arvensis","SX57",1,2
"Sinapis_arvensis","SX58",1,2
"Sinapis_arvensis","SX59",1,3
"Sinapis_arvensis","SX63",1,2
"Sinapis_arvensis","SX64",1,16
"Sinapis_arvensis","SX65",1,13
"Sinapis_arvensis","SX66",1,2
"Sinapis_arvensis","SX67",1,1
"Sinapis_arvensis","SX68",1,1
"Sinapis_arvensis","SX69",1,13
"Sinapis_arvensis","SX73",1,10
"Sinapis_arvensis","SX74",1,22
"Sinapis_arvensis","SX75",1,15
"Sinapis_arvensis","SX76",1,17
"Sinapis_arvensis","SX77",1,9
"Sinapis_arvensis","SX78",1,10
"Sinapis_arvensis","SX79",1,21
"Sinapis_arvensis","SX83",1,3
"Sinapis_arvensis","SX84",1,12
"Sinapis_arvensis","SX85",1,16
"Sinapis_arvensis","SX86",1,22
"Sinapis_arvensis","SX87",1,21
"Sinapis_arvensis","SX88",1,21
"Sinapis_arvensis","SX89",1,23
"Sinapis_arvensis","SX95",1,8
"Sinapis_arvensis","SX96",1,6
"Sinapis_arvensis","SX97",1,16
"Sinapis_arvensis","SX98",1,21
"Sinapis_arvensis","SX99",1,21
"Sinapis_arvensis","SY08",1,16
"Sinapis_arvensis","SY09",1,12
"Sinapis_arvensis","SY18",1,4
"Sinapis_arvensis","SY19",1,11
"Sinapis_arvensis","SY28",1,3
"Sinapis_arvensis","SY29",1,10
"Sinapis_arvensis","SY39",1,19
"Sinapis_arvensis","SY66",1,2
"Sinapis_arvensis","SY67",1,11
"Sinapis_arvensis","SY68",1,21
"Sinapis_arvensis","SY77",1,2
"Sinapis_arvensis","SY78",1,22
"Sinapis_arvensis","SY88",1,17
"Sinapis_arvensis","SY97",1,10
"Sinapis_arvensis","SZ07",1,4
"Sinapis_arvensis","SZ08",1,8
"Sinapis_arvensis","T00",1,13
"Sinapis_arvensis","T01",1,22
"Sinapis_arvensis","T05",1,25
"Sinapis_arvensis","T10",1,9
"Sinapis_arvensis","TA01",1,18
"Sinapis_arvensis","TA02",1,21
"Sinapis_arvensis","TA05",1,7
"Sinapis_arvensis","TA10",1,17
"Sinapis_arvensis","TA11",1,17
"Sinapis_arvensis","TA12",1,16
"Sinapis_arvensis","TA20",1,20
"Sinapis_arvensis","TA21",1,14
"Sinapis_arvensis","TA30",1,14
"Sinapis_arvensis","TA40",1,1
"Sinapis_arvensis","TA41",1,5
"Sinapis_arvensis","TF00",1,22
"Sinapis_arvensis","TF01",1,23
"Sinapis_arvensis","TF02",1,16
"Sinapis_arvensis","TF03",1,21
"Sinapis_arvensis","TF04",1,19
"Sinapis_arvensis","TF06",1,17
"Sinapis_arvensis","TF07",1,21
